Neuronas,Inicialización,Normalización,Learning rate,Batch size,Accuracy,Error final,Tiempo (s)
32,normal,z-score,0.01,16,0.3684210526315789,0.3157894736842105,5.1
32,normal,z-score,0.01,32,0.3684210526315789,0.3157894736842105,3.23
32,normal,z-score,0.01,64,0.3684210526315789,0.3157894736842105,2.09
32,normal,z-score,0.1,8,0.3684210526315789,0.3157894736842105,8.87
32,normal,z-score,0.1,16,0.3684210526315789,0.3157894736842105,5.06
32,normal,z-score,0.1,32,0.3684210526315789,0.3157894736842105,2.96
32,normal,z-score,0.1,64,0.3684210526315789,0.3157894736842105,2.11
32,normal,z-score,0.5,8,0.3684210526315789,0.3157894736842105,8.71
32,normal,z-score,0.5,16,0.3684210526315789,0.3157894736842105,4.83
32,normal,z-score,0.5,32,0.3684210526315789,0.3157894736842105,3.06
32,normal,z-score,0.5,64,0.3684210526315789,0.3157894736842105,1.94
2,xavier,z-score,0.01,8,0.3684210526315789,0.3157894736842105,7.24
2,xavier,z-score,0.01,16,0.3684210526315789,0.3157894736842105,3.89
2,xavier,z-score,0.01,32,0.3684210526315789,0.3157894736842105,2.47
2,xavier,z-score,0.01,64,0.3684210526315789,0.3157894736842105,1.58
2,xavier,z-score,0.1,8,0.3684210526315789,0.3157894736842105,8.07
2,xavier,z-score,0.1,16,0.3684210526315789,0.3157894736842105,4.21
2,xavier,z-score,0.1,32,0.3684210526315789,0.3157894736842105,2.32
2,xavier,z-score,0.1,64,0.3684210526315789,0.3157894736842105,1.5
2,xavier,z-score,0.5,8,0.3684210526315789,0.3157894736842105,7.71
2,xavier,z-score,0.5,16,0.3684210526315789,0.3157894736842105,4.28
2,xavier,z-score,0.5,32,0.3684210526315789,0.3157894736842105,2.45
2,xavier,z-score,0.5,64,0.3684210526315789,0.3157894736842105,1.4
4,normal,z-score,0.01,8,0.3684210526315789,0.3157894736842105,7.6
4,normal,z-score,0.01,16,0.3684210526315789,0.3157894736842105,4.25
4,normal,z-score,0.01,32,0.3684210526315789,0.3157894736842105,2.46
4,normal,z-score,0.01,64,0.3684210526315789,0.3157894736842105,1.58
32,xavier,none,0.5,64,0.3684210526315789,0.3157894736842105,2.24
32,xavier,z-score,0.01,8,0.3684210526315789,0.3157894736842105,8.21
32,xavier,z-score,0.01,16,0.3684210526315789,0.3157894736842105,4.82
32,xavier,z-score,0.01,32,0.3684210526315789,0.3157894736842105,2.86
32,xavier,z-score,0.01,64,0.3684210526315789,0.3157894736842105,2.12
32,xavier,z-score,0.1,8,0.3684210526315789,0.3157894736842105,8.24
32,xavier,z-score,0.1,16,0.3684210526315789,0.3157894736842105,4.6
32,xavier,z-score,0.1,32,0.3684210526315789,0.3157894736842105,2.94
32,xavier,z-score,0.1,64,0.3684210526315789,0.3157894736842105,1.98
32,xavier,z-score,0.5,8,0.3684210526315789,0.3157894736842105,8.29
32,xavier,z-score,0.5,16,0.3684210526315789,0.3157894736842105,5.19
32,xavier,z-score,0.5,32,0.3684210526315789,0.3157894736842105,3.04
32,xavier,z-score,0.5,64,0.3684210526315789,0.3157894736842105,1.99
128,normal,none,0.01,64,0.3684210526315789,0.3157894736842105,6.1
128,normal,z-score,0.01,8,0.3684210526315789,0.3157894736842105,9.02
128,normal,z-score,0.01,16,0.3684210526315789,0.3157894736842105,6.18
128,normal,z-score,0.01,32,0.3684210526315789,0.3157894736842105,4.79
128,normal,z-score,0.01,64,0.3684210526315789,0.3157894736842105,3.93
